id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
120514,120515,EV,5218,SYR,ATL,3,345,158,1
214292,214293,OO,6442,LAX,OKC,1,781,162,1
371808,371809,XE,3155,IAH,SDF,3,655,133,1
519196,519197,WN,142,BUF,BWI,4,1035,70,1
34237,34238,WN,56,HOU,DAL,4,1200,55,1
468335,468336,US,279,PHX,IAH,1,1355,150,1
279480,279481,EV,5071,ATL,HSV,5,475,58,1
298405,298406,AA,1487,DCA,ORD,6,515,130,1
383052,383053,YV,2879,PHX,BFL,3,1260,90,1
303645,303646,UA,210,CLE,ORD,6,806,87,1
482706,482707,CO,1114,ORD,EWR,2,1060,141,1
97882,97883,WN,36,DAL,MAF,1,990,70,1
371452,371453,WN,580,STL,MCI,3,635,65,1
270334,270335,WN,1714,TPA,CMH,4,950,135,1
128483,128484,WN,509,PHX,DTW,3,765,235,1
390450,390451,OO,7765,SLC,PIH,4,660,66,1
480804,480805,AA,1033,MIA,ORD,2,965,210,1
482285,482286,DL,2541,ATL,MSY,2,1040,101,1
274110,274111,WN,313,MDW,SAN,4,1145,275,1
484435,484436,WN,512,LAS,MKE,2,1150,205,1
222515,222516,DL,2237,ATL,JAX,1,1232,72,1
349552,349553,WN,2459,DEN,LAS,2,455,120,1
293740,293741,US,1624,CLT,ORD,5,1215,124,1
249159,249160,WN,1083,LAS,BOI,3,780,105,1
200171,200172,9E,4061,AVP,DTW,7,995,100,1
220386,220387,XE,2289,IAH,ELP,1,1100,130,1
173496,173497,AA,1575,DFW,SFO,5,1285,235,1
131073,131074,F9,374,DEN,MKE,3,905,132,1
106051,106052,MQ,4616,RDU,LGA,2,490,90,1
250801,250802,MQ,4368,ORD,CVG,3,870,70,1
300130,300131,F9,824,MCI,DEN,6,608,107,1
460863,460864,EV,5565,ATL,GPT,1,890,89,1
496361,496362,CO,549,SFO,EWR,3,810,328,1
210926,210927,OO,6246,FAT,LAX,1,607,70,1
60898,60899,WN,2934,MDW,BNA,6,750,85,1
259554,259555,AA,1399,DEN,ORD,4,395,155,1
460340,460341,9E,4308,DTW,RIC,1,865,106,1
297099,297100,OO,6626,HLN,DEN,6,443,113,1
515314,515315,9E,4110,DTW,PVD,4,835,122,1
493917,493918,WN,505,SMF,SAN,3,680,85,1
690,691,WN,379,OAK,SEA,3,370,125,1
227900,227901,WN,840,LAS,BDL,2,565,295,1
204685,204686,CO,1644,IAH,SMF,7,1255,249,1
374991,374992,WN,149,PHX,SMF,3,820,125,1
294507,294508,B6,260,LGB,FLL,5,1285,276,1
503939,503940,XE,2922,IAH,GRR,3,1205,153,1
149722,149723,WN,1489,PBI,TPA,4,945,55,1
347580,347581,UA,303,JFK,SFO,2,360,410,1
353721,353722,OO,6428,BOI,LAX,2,670,131,1
75481,75482,WN,1753,FLL,MCO,7,760,60,1
492975,492976,WN,284,PHX,SMF,3,630,125,1
190525,190526,DL,2584,STL,SLC,7,480,200,1
332345,332346,XE,2426,EWR,ATL,1,510,155,1
283260,283261,WN,1150,DEN,TPA,5,665,205,1
244911,244912,CO,1407,IAH,SJC,3,550,258,1
155409,155410,CO,327,SAN,EWR,4,1290,295,1
305514,305515,YV,2652,CLT,EWR,6,914,106,1
537571,537572,WN,1197,MDW,BNA,5,1110,85,1
341886,341887,CO,362,CLE,PHX,1,1010,270,1
484064,484065,OH,6640,DCA,BOS,2,1135,98,1
248757,248758,WN,763,MCO,PHX,3,755,300,1
379419,379420,MQ,4246,IND,ORD,3,1050,75,1
435078,435079,WN,3022,AUS,HOU,7,505,45,1
21414,21415,WN,406,LAS,PHX,4,525,70,1
415914,415915,CO,5,IAH,MSY,5,1110,69,1
166256,166257,WN,1052,SJC,LAS,5,865,85,1
290619,290620,9E,3719,DTW,BUF,5,1050,80,1
215692,215693,WN,882,BWI,ORF,1,855,50,1
293562,293563,WN,3953,BWI,IND,5,1200,110,1
462756,462757,AA,2033,BNA,DFW,1,990,125,1
460882,460883,US,720,MIA,CLT,1,890,123,1
80401,80402,MQ,3224,GSO,DFW,7,1025,195,1
317834,317835,MQ,3457,CLE,DFW,7,705,185,1
412901,412902,MQ,3383,DFW,GPT,5,900,90,1
19610,19611,OO,6320,SAN,LAX,4,439,46,1
397151,397152,YV,2973,SFO,LAS,4,1010,88,1
14976,14977,EV,5323,DCA,BOS,3,1135,92,1
316295,316296,XE,2056,MCI,EWR,7,624,162,1
295407,295408,US,1783,RDU,CLT,6,345,60,1
466938,466939,WN,982,PVD,PHL,1,1205,85,1
484230,484231,WN,673,MCI,DEN,2,1140,115,1
145595,145596,WN,2873,ONT,SJC,4,725,70,1
34515,34516,WN,222,SAN,PHX,4,1225,70,1
355544,355545,CO,596,LAS,IAH,2,765,179,1
339169,339170,US,1182,CLT,LGA,1,866,107,1
